vpn958474559,86742,23,11722365,IT
vpn369568498,83004,21,8482897,TH
vpn456693296,82187,37,16241308,TH
vpn167025382,80319,33,12939542,PT
vpn354905138,77729,25,9098345,RU
vpn408740188,77565,33,10758402,UA
889907025n,63992,26,1044972,IN
vpn889092009,58955,47,9328922,RU
vpn783443806,54261,-,15695972,AU
vpn132712792,52853,284,682159,AR
vpn875456657,52330,64,6901676,TW
vpn269178511,38530,38,2623089,NO
vpn949229468,36807,563,3236311,KR
vpn885979621,32275,51,118865,VN
vpn284562853,31276,122,5691954,CA
vpn285967895,26141,68,1184728,ID
vpn495970186,23086,-,942113,SA
vpn511708897,19255,84,897992,PH
vpn611359724,8812,-,0,GB
vpn357821597,8057,1522,0,VE
vpn465205831,7853,-,0,UA
vpn385800988,6915,-,0,RU
vpn809480913,5605,-,0,TM
#HostName,Score,Ping,Speed,CountryShort
vpn973876898,614730,3,454096684,JP
vpn687549203,605735,3,75159361,JP
vpn787171651,600931,5,228579840,JP
vpn477327725,597186,4,90738272,JP
vpn191570965,596354,17,52564972,JP
vpn916533330,525374,30,175908211,KR
vpn373330022,513015,22,24600208,JP
vpn387728724,512971,34,73045814,KR
vpn254166909,494406,38,94385438,KR
vpn243655798,489342,40,30003429,KR
vpn0806449,475167,93,30085022,TW
vpn453597216,470614,34,27580425,TW
vpn929901289,462098,53,49104113,KR
vpn217325126,461180,60,42212185,RU
vpn469141222,459418,41,27327512,KR
vpn680270995,451180,65,79296863,KR
vpn450893894,448209,74,30420718,KR
vpn370856329,422715,17,15647188,JP
vpn355311175,420244,32,22614740,US
vpn853420237,388461,-,51812706,ID
vpn357184017,326063,27,13694590,TH
vpn749596748,315106,68,18914428,VN
2016-2,288636,19,62903908,HK
vpn620817637,282160,22,7899756,AT
vpn259238962,254492,37,11365700,TH
vpn366188082,249811,52,12160171,KR
vpn457403381,240571,69,12524278,RU
vpn721079363,240103,31,8564981,DE
vpn497984938,225431,11,0,RO
hoangtu-vpn,219697,53,9094566,VN
vpn984923383,209228,37,5887752,VN
vpn207392384,194915,41,7011975,TH
vpn519492590,178221,30,2836331,ID
lolggwp,171476,19,65959853,TW
nanamoe-2nd,170629,3,270568036,JP
vpn451260593,159806,56,4648936,VE
vpn765334927,156075,11,54565276,JP
vpn495464867,154032,8,41255094,JP
vpn484045337,153558,6,69301656,JP
vpn669597585,151543,13,87161696,JP
vpn114200082,148356,17,75303931,JP
vpn937082958,147109,4,43105673,JP
vpn790678775,145919,16,46473612,JP
vpn276893298,140890,-,10677303,GB
vpn487485058,131501,33,148422400,KR
vpn270945458,128666,203,7925512,TH
vpn482766729,125599,35,46577758,KR
vpn690835777,125305,10,21557634,JP
vpn655083490,124115,39,52527678,KR
vpn464576669,123206,62,2534269,BR
vpn162700343,121228,43,48693950,KR
vpn615819216,120742,9,15114227,FR
vpn114853296,117589,-,7736485,TH
vpn309264186,117582,39,26911177,KR
vpn504723948,115915,24,20400969,JP
vpn715196327,114194,-,560195342,US
vpn142543507,110575,4,15351896,FR
vpn445806980,103247,315,25268019,JP
vpn489602476,102111,-,39229536,KR
vpn660428710,99594,13,10155982,FR
vpn832359001,96998,71,22583939,JP
vpn525236344,92252,28,14901132,JP
vpn369584318,90672,87,1070868,VE
vpn728350141,86547,-,5225569,FR
vpn378981771,80309,54,0,TH
vpn256777207,79616,35,14417766,KR
vpn759681403,76528,-,22401835,KR
vpn934283304,76299,94,1752460,VN
vpn422741545,73360,85,1327710,DZ
vpn208792584,69737,71,15775721,VN
889907025n,69024,26,1044972,IN
vpn410620387,66096,91,0,SA
vpn674762676,56865,38,4755634,JP
vpn845120865,53959,25,0,ID
vpn875456657,52302,64,6901676,TW
vpn923855082,51693,37,5920315,TH
vpn648330587,46572,49,5635878,JP
vpn326932653,42157,46,4273920,CA
vpn911408426,40793,1166,235424,US
vpn453908958,39015,2657,9960768,ID
vpn846223000,37669,53,2463686,PL
vpn949229468,34762,563,3236311,KR
vpn462284728,32047,38,991493,ID
vpn885979621,31665,51,118865,VN
vpn166553106,27291,57,0,ES
vpn472568848,22100,66,0,VN
vpn155528928,20024,-,0,AR
vpn536935598,14329,-,0,BR
vpn463912794,13579,-,0,UA
vpn499336876,9316,-,0,TH
vpn533362907,9043,-,0,GB
vpn357337604,4581,-,0,GR
vpn933179947,3040,1863,0,VE
vpn966400134,1823,-,0,BE
#HostName,Score,Ping,Speed,CountryShort
vpn808043826,614860,10,55680372,JP
vpn201847389,589878,6,93872424,JP
vpn698030640,589047,7,77282400,JP
vpn976564093,540739,30,62560921,KR
vpn866818039,527403,26,40962604,TH
vpn667334700,524412,32,72823011,KR
vpn388824336,522278,30,92207698,KR
vpn933475801,522064,31,165674343,KR
vpn555052487,519936,31,86448704,KR
vpn925079799,518645,31,71164923,KR
vpn775887667,505957,38,92015977,KR
vpn451423466,503091,37,81237402,KR
vpn605788058,496544,36,151167401,KR
vpn349935718,491584,39,136977910,KR
vpn456098774,488709,39,145717507,KR
vpn672242571,488049,41,88733318,KR
vpn608127032,481349,42,46637725,KR
vpn0806449,477329,93,30085022,TW
vpn656335584,472554,50,86912803,KR
vpn453597216,471686,34,27580425,TW
vpn177321708,457434,65,49694958,KR
vpn997251547,451851,62,44977931,KR
vpn143295805,445767,76,91273697,KR
vpn376765064,443001,40,25002210,VN
vpn105331577,440987,49,27508629,US
vpn574012351,373155,21,12830808,CL
vpn120867199,342478,18,10447440,US
vpn109833471,328589,6,9700560,NL
vpn968068535,325366,45,17573661,KR
vpn163238201,312585,63,18569542,KR
vpn794111512,309466,54,16877229,KR
vpn356116886,293049,11,6949134,ID
2016-2,291268,19,62903908,HK
vpn943206611,286283,25,7932867,US
vpn636416056,258647,-,19499981,KR
vpn583623582,227937,52,9852395,AT
hoangtu-vpn,224007,53,9094566,VN
vpn154107462,205801,42,6896769,UA
vpn528301260,201389,51,9384396,TH
vpn409610898,200859,93,12674771,KR
vpn173299746,200186,49,7331534,TH
lolggwp,170878,19,65959853,TW
nanamoe-2nd,170299,3,270568036,JP
vpn734399960,162819,15,250847900,JP
vpn474853850,157355,3,49646937,JP
vpn133819312,155192,10,55216800,TW
vpn697765817,153529,9,69396341,JP
vpn381972919,152660,4,53764962,JP
vpn487073319,143547,26,41394093,JP
vpn326143164,139035,98,7672052,TH
vpn980310719,132276,86,5123085,BR
vpn938136823,131822,33,47753172,KR
vpn387071349,127815,35,53762950,KR
vpn941098355,127770,35,48461806,KR
vpn615819216,124573,9,15114227,FR
vpn181893317,122256,9,20067827,RU
vpn492775627,121517,56,51047176,KR
vpn374474810,120679,9,21456262,JP
vpn357107912,119487,67,52112985,KR
vpn603514183,119027,16,20160297,JP
vpn830555759,118776,33,26188043,KR
vpn368192795,118642,56,68380784,KR
vpn886368469,109959,68,3875427,UA
vpn715196327,109196,-,560195342,US
vpn660428710,101744,13,10155982,FR
vpn445806980,100781,315,25268019,JP
vpn900642240,100086,-,42609981,JP
vpn887768733,98612,35,18622902,KR
vpn650356191,95448,19,11881314,GB
vpn396719791,93429,13,11407746,RU
vpn819648138,81235,21,7294556,RU
vpn399340687,77303,3,6021950,RU
vpn176306825,77289,118,1010662,UZ
vpn803599870,72869,31,10559004,RU
vpn473327353,71232,105,17705937,KR
889907025n,67422,26,1044972,IN
vpn565474736,65862,73,13731816,KR
vpn245160324,62977,1,0,US
vpn194585934,61986,14,0,US
vpn875456657,59893,64,6901676,TW
vpn565549555,57894,42,9248824,ID
vpn263391474,44970,30,0,MY
vpn712621555,43791,83,5879084,AT
vpn949229468,40656,563,3236311,KR
vpn783218895,36104,58,3213359,LK
vpn885979621,32253,51,118865,VN
vpn713044441,31137,49,2865814,ID
vpn265015410,30668,54,0,US
vpn702382942,26788,71,2314795,UZ
vpn860076292,23470,-,3503429,IT
vpn241503755,17463,116,1042620,VE
vpn526615995,13746,-,0,FR
vpn316438109,13352,-,450358,RU
vpn809100898,12032,-,2168560,VN
vpn158514136,8839,-,0,HU
vpn369875104,8393,-,0,TH
vpn779102609,6469,-,0,DE
#HostName,Score,Ping,Speed,CountryShort
vpn299555612,638806,4,461999316,JP
vpn359022766,616114,2,68250355,JP
vpn981678916,598495,12,96847296,JP
vpn566556086,593640,22,76624145,JP
vpn495357900,519823,33,54505106,KR
vpn981436327,517810,34,155940232,KR
vpn894573463,514636,33,83599403,KR
vpn579667992,508840,34,81682999,KR
vpn858150970,507156,33,75178728,KR
vpn488254871,504941,36,74107416,KR
vpn680544920,503065,36,122624897,KR
vpn933825122,498879,36,180752900,KR
vpn602644062,494732,38,75326188,KR
vpn498278169,488996,40,41525904,KR
vpn454572507,480835,42,48226244,KR
vpn0806449,476525,93,30085022,TW
vpn453597216,469880,34,27580425,TW
vpn250683885,444192,71,30400307,KR
vpn952405423,434629,92,31918621,KR
vpn907038719,426116,66,28163275,KR
vpn583453293,419877,132,51450534,RU
vpn313992400,402982,28,19110638,DO
2016-2,284871,19,62903908,HK
vpn545643660,255676,24,7277973,TH
vpn922937545,233590,1,1917859,BR
vpn427842697,226883,1,0,AR
hoangtu-vpn,224799,53,9094566,VN
vpn281685146,221142,49,8772335,KR
vpn122028137,201110,64,8718221,VN
vpn742639638,186973,147,12016669,RU
lolggwp,170732,19,65959853,TW
vpn205818439,169938,58,7526517,TH
nanamoe-2nd,164185,3,270568036,JP
vpn877115384,159236,48,3783641,ID
vpn734399960,158307,15,250847900,JP
vpn747949356,156834,45,4533278,TH
vpn912500300,154762,11,34205462,JP
vpn809463665,153124,4,43910688,JP
vpn888520152,152340,16,33262239,JP
vpn155703096,149312,20,67709402,JP
vpn484697861,147426,5,40294059,JP
vpn592270990,141568,85,6387871,IL
vpn739375664,130126,15,24279305,JP
vpn185814310,128615,40,37403068,KR
vpn270945458,124244,203,7925512,TH
vpn407289937,122840,58,42338460,KR
vpn615819216,122203,9,15114227,FR
vpn950018051,119239,74,35083792,KR
vpn381662397,118540,59,3513004,LK
vpn715196327,116059,-,560195342,US
vpn203239786,111439,23,19959683,JP
vpn523385381,105028,61,886057,VE
vpn660428710,103957,13,10155982,FR
vpn209738790,103668,14,13693830,AT
vpn445806980,101974,315,25268019,JP
vpn146224492,99445,52,22077283,TH
vpn690692661,98141,14,15050060,JP
vpn860899328,95760,38,17809360,KR
vpn435091438,82626,17,10244383,GB
vpn607593982,82463,46,15366768,JP
vpn869406778,75162,39,11575402,KR
vpn660501587,74543,13,4514714,JP
vpn862376751,69986,20,3901912,AR
889907025n,68476,26,1044972,IN
vpn502369425,66459,20,764575,NO
vpn276843607,62206,66,12547300,TH
vpn713982693,61829,116,13650645,BD
vpn245160324,59265,1,0,US
vpn875456657,59033,64,6901676,TW
vpn263528790,56379,53,8862140,TH
vpn644706320,51618,-,13844840,TH
vpn794135347,50368,56,6749025,MX
vpn608100949,48128,50,3419084,TR
vpn255797178,46898,38,3078170,ID
vpn446385138,45470,42,2387728,ID
vpn949229468,42194,563,3236311,KR
vpn372462913,42097,-,8763811,ID
vpn885979621,37264,51,118865,VN
vpn525035951,33899,51,0,RU
vpn573243346,31226,47,1253805,ID
vpn344007324,29722,44,0,KR
vpn554452102,28659,52,1411321,DZ
vpn161551100,28164,-,0,US
vpn179016537,28004,67,102248,KR
vpn246259584,25943,-,8330001,TH
vpn700903712,24021,58,1284598,ID
vpn267866731,21647,92,1419569,RU
vpn420918315,20237,-,3864865,MD
vpn686447532,19412,92,999492,SA
vpn844815759,16324,270,897357,SY
vpn593784800,13408,166,667849,RU
vpn408945579,9101,-,0,TN
vpn418464206,8871,-,0,IN
vpn955882573,8577,-,0,US
vpn465879314,3537,-,0,TH
#HostName,Score,Ping,Speed,CountryShort
vpn326320448,619129,6,47568801,JP
vpn681872580,597864,18,56545835,JP
vpn118021154,590914,5,91692107,JP
vpn567144020,590913,6,59492800,JP
vpn697039047,589896,6,83782458,JP
vpn356834535,585697,21,180115341,JP
vpn230410552,576487,10,36133848,US
vpn417311504,567139,11,83733060,JP
vpn527520438,533615,32,86771862,KR
vpn723929476,532307,30,91261052,KR
vpn525154265,524270,31,78737661,KR
vpn493325660,523712,30,47715790,KR
vpn309049299,517158,32,86667294,KR
vpn440613752,517063,34,72441057,KR
vpn240239232,515984,32,74918243,KR
vpn590355901,504552,34,46379980,KR
vpn102559767,500064,36,81685153,KR
vpn713127575,499216,36,98740544,KR
vpn453087758,493875,38,93512630,KR
vpn828369123,493135,38,76383448,KR
vpn133070783,484266,44,46340436,KR
vpn0806449,477251,93,30085022,TW
vpn453597216,474317,34,27580425,TW
vpn629456426,474119,50,75622308,KR
vpn756123049,440925,71,59067081,KR
vpn614686534,420630,10,17360552,AT
vpn928445223,361067,11,10421979,NL
vpn846818004,338467,17,9254624,MY
vpn830594659,317222,27,11946598,RU
vpn486222057,302741,61,17360358,VN
2016-2,286965,19,62903908,HK
vpn123968015,278065,106,17671692,KR
vpn353726882,275628,17,5531414,DE
vpn702144141,266218,56,15363273,TH
vpn902886153,259068,74,14562787,ID
vpn888298453,244725,31,8685144,AM
vpn692343339,235330,15,0,US
hoangtu-vpn,225996,53,9094566,VN
vpn112787383,222612,26,3310198,BG
vpn354805718,219251,31,5045313,RU
lolggwp,170029,19,65959853,TW
nanamoe-2nd,164569,3,270568036,JP
vpn629176808,158677,51,4091992,KR
vpn836199818,151989,8,114831609,JP
vpn942238345,149373,19,32007990,JP
vpn629493113,136248,15,25895472,JP
vpn299980977,131181,34,129911596,KR
vpn334652667,130240,14,23201276,JP
vpn615819216,124776,9,15114227,FR
vpn938364099,123710,49,1197876,KR
vpn715196327,116311,-,560195342,US
vpn894631215,113319,66,4002948,BY
vpn215754455,113139,121,68607008,RU
vpn463837070,110390,111,49312492,KR
vpn939573864,109121,15,15875366,IT
vpn912802383,109065,72,4219228,TH
vpn714170847,104215,54,0,KZ
vpn111071340,103293,7,14982034,JP
vpn660428710,103049,13,10155982,FR
vpn445806980,102401,315,25268019,JP
vpn421800947,102090,62,24012250,KR
vpn638904251,78712,35,13679124,KR
vpn819648138,78130,21,7294556,RU
vpn105728632,76106,45,15109740,KR
vpn789002001,74425,103,926800,ID
vpn617042832,70681,24,4851628,RU
vpn740941941,69705,54,16568974,TH
889907025n,66270,26,1044972,IN
vpn352539996,65585,34,8878440,TH
vpn620745273,65207,24,7269636,US
vpn536875707,63323,150,13546225,JP
vpn353572687,61298,27,4075933,TN
vpn875456657,60494,64,6901676,TW
vpn869176087,58597,28,4889355,JP
vpn377586883,53409,154,173229,KR
vpn184419354,48660,47,4488047,UA
vpn299881017,47658,44,3812600,ID
vpn976704997,45350,49,5721517,RU
vpn803145478,44645,83,7768747,SA
vpn949229468,41544,563,3236311,KR
vpn661730302,41342,61,4550888,US
vpn885979621,34958,51,118865,VN
vpn569100337,31881,-,7933793,CA
vpn607341315,31346,184,3622192,RO
vpn862653187,30056,88,3653384,VN
vpn914267702,26932,49,1376370,ID
vpn621842227,26530,82,1897333,ID
vpn643566887,24655,71,115725,TH
vpn161952515,24425,-,4832160,AU
vpn827909717,20309,-,0,UA
vpn186612437,15572,670,0,TH
vpn462502964,10841,-,0,RU
vpn690289014,10331,-,0,FR
vpn449425528,9983,-,0,OM
vpn374313490,9807,-,0,ES
#HostName,Score,Ping,Speed,CountryShort
vpn970056746,604030,3,589516400,JP
vpn134490987,592975,4,60653344,JP
vpn591216839,592443,19,180279948,JP
vpn222693426,589636,13,70039923,JP
vpn385443899,587957,3,238600581,JP
vpn945023730,547162,26,32319635,JP
vpn600827124,521513,32,70133431,KR
vpn985026908,519930,31,90138974,KR
vpn349548205,516626,32,84415166,KR
vpn656528651,516179,32,67571633,KR
vpn863376477,514591,32,78098036,KR
vpn738145102,504089,35,78051620,KR
vpn541167777,501863,36,172065205,KR
vpn869187509,500985,37,92271592,KR
vpn977114446,498881,37,52507845,KR
vpn688268986,497714,37,85461142,KR
vpn127033276,497275,32,121926824,KR
vpn496740246,494684,37,93348256,KR
vpn349935718,493725,39,136977910,KR
vpn135705594,486145,40,58702395,KR
vpn0806449,477929,93,30085022,TW
vpn453597216,472252,34,27580425,TW
vpn620226470,454364,63,68032832,KR
vpn366055685,453990,64,44206180,KR
vpn177321708,450730,65,49694958,KR
vpn411648223,450189,64,54396120,KR
vpn884840616,442230,75,45968966,KR
vpn567788717,427788,118,38857049,ID
vpn144671145,402864,1,14156582,NO
vpn787638741,335365,72,21145795,VN
2016-2,284971,19,62903908,HK
vpn468475540,267481,49,12626022,KR
vpn302021120,249486,29,6326121,US
hoangtu-vpn,224466,53,9094566,VN
vpn583623582,221609,52,9852395,AT
vpn886611138,191717,43,6021795,TH
vpn197969219,189841,25,0,FR
vpn182185011,170595,29,2545419,ID
lolggwp,169623,19,65959853,TW
nanamoe-2nd,167617,3,270568036,JP
vpn166092534,149750,11,28540941,JP
vpn891965416,147179,34,2168255,FI
vpn345870064,145552,35,1825696,ID
vpn467399543,135506,1,23684388,US
vpn797470603,132837,36,66052670,JP
vpn436920472,131353,31,156142531,KR
vpn773584560,130944,33,52602704,KR
vpn853434851,126869,36,37237492,KR
vpn250164779,124251,41,53486,DZ
vpn603514183,121324,16,20160297,JP
vpn619207106,120720,44,0,KR
vpn198147686,117971,-,7527982,TH
vpn715196327,117244,-,560195342,US
vpn615819216,116120,9,15114227,FR
vpn149123477,115223,44,0,KR
vpn886368469,113728,68,3875427,UA
vpn505630003,112395,45,0,TH
vpn935942508,106184,3,15250745,JP
vpn286805939,105153,44,24801118,KR
vpn690692661,105069,14,15050060,JP
vpn445806980,101719,315,25268019,JP
vpn660428710,98832,13,10155982,FR
vpn321205923,95389,76,1128976,VE
vpn533715611,90242,13,8206325,RU
vpn926344053,90115,25,12475811,GE
vpn860172468,86758,23,10896917,DE
vpn593387491,86618,54,18553280,KR
vpn790961067,86341,21,8463697,JP
vpn893796365,79417,5,7607172,US
vpn981427655,73749,15,6122148,RS
vpn126171528,69908,35,8883924,KR
889907025n,69762,26,1044972,IN
vpn875456657,57359,64,6901676,TW
vpn433522792,50160,-,1404893,OM
vpn503485485,47743,56,8570586,PR
vpn970589271,47292,40,7198436,KR
vpn429057155,45144,52,5577896,TH
vpn732898684,39794,-,1396518,RU
vpn919956695,38586,120,7889129,TH
vpn949229468,37328,563,3236311,KR
vpn783218895,37070,58,3213359,LK
vpn885979621,36184,51,118865,VN
vpn780881602,36155,55,5279480,TN
vpn269193516,35449,36,1221375,ID
vpn598631930,34514,66,3535519,KZ
vpn852694060,29691,53,1129420,KR
vpn405186582,26954,-,6625761,AU
vpn725294376,26006,65,1109174,ID
vpn750021935,25297,-,4717062,RU
vpn560634094,22004,104,3216361,RU
vpn241503755,15820,116,1042620,VE
vpn827385233,13207,-,728556,NG
vpn278342983,12942,-,0,FR
vpn675326309,12666,-,0,TH
vpn939427149,10873,-,0,RU
#HostName,Score,Ping,Speed,CountryShort
vpn381088914,604882,5,312435931,JP
vpn903923665,600981,16,48630725,JP
vpn804272540,596164,8,33151485,JP
vpn865618594,593500,11,49596846,JP
vpn924444609,591156,12,83988659,JP
vpn402848474,587724,3,201338126,JP
vpn219810841,546709,25,75442051,JP
vpn985514155,530749,10,26247985,US
vpn618282225,527511,29,113370905,JP
vpn207252901,526238,31,67248113,KR
vpn790705810,523262,16,24713833,JP
vpn925079799,522968,31,71164923,KR
vpn273647549,522386,31,91901341,KR
vpn603900566,521967,31,86086543,KR
vpn415018810,521142,14,23867525,CA
vpn495357900,515233,33,54505106,KR
vpn482761592,509147,35,44764312,KR
vpn617658735,500438,36,47050771,KR
vpn136953878,499787,38,73110745,KR
vpn262935682,494086,37,171904424,KR
vpn965286051,488193,40,66950667,KR
vpn372929669,482018,36,44352966,KR
vpn542176849,478215,42,72468040,KR
vpn453597216,475155,34,27580425,TW
vpn0806449,472316,93,30085022,TW
vpn818183204,467598,52,85710429,KR
vpn793253689,465150,57,44077848,KR
vpn334958678,462587,54,40488272,KR
vpn177321708,458400,65,49694958,KR
vpn620226470,456562,63,68032832,KR
vpn546082041,455066,34,25107068,VN
vpn457935066,442944,66,29758050,KR
vpn285014996,311296,8,6292505,RU
vpn527933088,307159,72,18081824,KR
vpn349961022,296635,16,7164228,TH
2016-2,288418,19,62903908,HK
vpn355595792,284357,8,6029052,RU
vpn975145029,252009,40,9931969,ID
vpn501421689,250757,47,13038595,DE
vpn112787383,226345,26,3310198,BG
hoangtu-vpn,223937,53,9094566,VN
vpn192531860,219172,50,8730398,RU
vpn820549810,214896,43,9562709,JP
vpn688788365,209751,44,7362087,TH
vpn762629025,198656,80,9943865,KR
vpn332012578,191532,35,3953862,AU
vpn228965249,191302,35,3357051,JP
vpn188868084,187953,27,2962575,ID
lolggwp,171305,19,65959853,TW
nanamoe-2nd,164925,3,270568036,JP
vpn629176808,158138,51,4091992,KR
vpn518465909,151306,3,269323523,JP
vpn697765817,148368,9,69396341,JP
vpn935770188,135789,31,60267385,KR
vpn980310719,134027,86,5123085,BR
vpn374474810,128291,9,21456262,JP
vpn181893317,123353,9,20067827,RU
vpn303223288,120728,182,5888635,PA
vpn779743409,119771,57,81174320,KR
vpn615819216,119500,9,15114227,FR
vpn198147686,117408,-,7527982,TH
vpn905132070,112986,8,16090510,JP
vpn839143616,109329,89,42698876,KR
vpn715196327,107968,-,560195342,US
vpn445806980,104759,315,25268019,JP
vpn660428710,99694,13,10155982,FR
vpn208820872,94920,51,1013336,ID
vpn167025382,82254,33,12939542,PT
vpn473327353,77738,105,17705937,KR
vpn868996154,72641,25,6519651,US
889907025n,65358,26,1044972,IN
vpn565474736,65333,73,13731816,KR
vpn875456657,56857,64,6901676,TW
vpn776964912,56507,30,2497917,SI
vpn375512352,53612,40,7155796,TH
vpn419151917,52359,38,5430383,MU
vpn477130025,51507,235,2637084,RU
vpn429057155,41461,52,5577896,TH
vpn949229468,40449,563,3236311,KR
vpn921657238,37756,32,0,KR
vpn446385138,37595,42,2387728,ID
vpn885979621,36320,51,118865,VN
vpn381438409,30519,-,6250159,TH
vpn687458873,26627,102,2816691,PS
vpn905159378,24959,-,5096395,CA
vpn518598271,21774,-,3545477,FR
vpn960419274,19376,92,221129,TM
vpn389482406,17383,66,451188,LY
vpn495970186,16499,-,942113,SA
vpn473872822,14893,652,161467,PK
vpn572325431,11958,90,99500,TM
vpn981524225,10668,-,0,MA
vpn200937958,9462,-,0,MT
vpn222546531,9336,-,0,RU
vpn975713539,7343,-,0,RU
vpn468328362,1472,-,0,NO
#HostName,Score,Ping,Speed,CountryShort
vpn379594656,595885,4,375126804,JP
vpn697039047,592002,6,83782458,JP
vpn430805685,585416,16,83393857,JP
vpn595535124,574827,19,95027094,JP
vpn111088969,573966,22,113523555,JP
vpn219810841,547047,25,75442051,JP
vpn373250294,526240,30,78418696,KR
vpn187983162,520026,33,156047904,KR
vpn656528651,519195,32,67571633,KR
vpn717897478,518202,31,161842359,KR
vpn137643581,517867,32,82305812,KR
vpn273180158,515513,31,168194027,KR
vpn387476026,510527,32,89342483,KR
vpn775887667,502661,38,92015977,KR
vpn583166981,498688,39,71292478,KR
vpn451423466,497033,37,81237402,KR
vpn453087758,496202,38,93512630,KR
vpn869187509,495275,37,92271592,KR
vpn135705594,486198,40,58702395,KR
vpn608127032,485758,42,46637725,KR
vpn521552460,478447,44,79270282,KR
vpn0806449,474241,93,30085022,TW
vpn375971864,472268,48,82069507,KR
vpn296047703,465832,55,65669837,KR
vpn453597216,465476,34,27580425,TW
vpn402623559,465293,54,56488485,KR
vpn980125585,460582,18,19160522,JP
vpn421333107,456047,64,61050831,KR
vpn783095925,455574,63,82329267,KR
vpn105331577,436944,49,27508629,US
vpn479559378,417217,148,109084830,KR
vpn749856653,376506,20,12217878,TH
vpn693022128,358865,17,12395872,DE
vpn713173232,334133,62,19801468,KR
vpn138077107,321074,20,7601542,RU
vpn349961022,291167,16,7164228,TH
2016-2,288324,19,62903908,HK
vpn294363690,280753,143,18183817,KR
vpn501421689,254762,47,13038595,DE
vpn368338293,252377,54,13922982,RO
vpn686841473,236809,28,5671040,ID
hoangtu-vpn,220022,53,9094566,VN
vpn555832869,209148,11,0,LA
vpn883422748,202477,36,7080940,TH
vpn886611138,196486,43,6021795,TH
vpn875584017,182565,-,12940348,PL
vpn909365215,179180,-,12594233,RO
lolggwp,164301,19,65959853,TW
nanamoe-2nd,163945,3,270568036,JP
vpn301199466,160203,6,96151676,JP
vpn493401066,155461,4,96187294,JP
vpn720886368,152466,16,235684996,JP
vpn956444839,151586,58,4134729,VN
vpn985235995,150307,4,54941406,JP
vpn822267659,149094,2,200431436,JP
vpn975580187,130104,46,2475067,VN
vpn615819216,116435,9,15114227,FR
vpn715196327,115895,-,560195342,US
vpn606723452,109382,115,36089780,KR
vpn246846419,105882,101,72707310,KR
vpn445806980,105107,315,25268019,JP
vpn534273173,103288,1,15128803,US
vpn875407523,102989,22,16529140,GB
vpn660428710,102430,13,10155982,FR
vpn208820872,97668,51,1013336,ID
vpn198746110,97193,-,42414145,KR
vpn761112690,93653,-,41595606,KR
vpn223977089,92300,15,10381814,SI
vpn810766101,86568,24,9649640,ID
vpn893796365,84375,5,7607172,US
vpn680351924,75557,48,16216270,TH
vpn939232410,69264,76,15843963,VN
vpn920173856,68575,37,13316841,KR
889907025n,62617,26,1044972,IN
vpn672025278,61679,30,4095623,GB
vpn832585372,60207,14,0,US
vpn875456657,60182,64,6901676,TW
vpn612943854,59852,19,773299,JP
vpn565549555,55998,42,9248824,ID
vpn927767134,55763,47,7760737,TH
vpn477130025,53465,235,2637084,RU
vpn780974082,46237,39,3803420,MY
vpn949229468,42569,563,3236311,KR
vpn414587382,38771,45,4257401,MY
vpn665607297,36457,46,1368733,ID
vpn264791247,34295,80,5617543,US
vpn885979621,31744,51,118865,VN
vpn783218895,31231,58,3213359,LK
vpn868979513,29357,69,1422296,US
vpn808376392,23430,57,1124646,ID
vpn166553106,22875,57,0,ES
vpn708006931,15937,123,1594427,UZ
vpn793199835,13687,-,0,RU
vpn809100898,11855,-,2168560,VN
vpn396243871,10884,-,0,PK
vpn385800988,7981,-,0,RU
#HostName,Score,Ping,Speed,CountryShort
vpn808043826,613660,10,55680372,JP
vpn683559808,602841,7,288483273,JP
vpn442250258,601365,7,453669016,JP
vpn702220258,598288,2,229383528,JP
vpn690478895,597154,2,523145228,JP
vpn568894572,595819,6,81945332,JP
vpn826307857,588372,3,337390523,JP
vpn765139350,586584,4,34927714,GB
vpn737307316,536437,5,25574523,JP
vpn961050360,526399,32,80838182,KR
vpn841093210,520318,31,73639532,KR
vpn652178335,519298,32,162093145,KR
vpn435665195,515326,33,88143000,KR
vpn933475801,514238,31,165674343,KR
vpn754196769,513500,34,93741465,KR
vpn167712848,513294,32,88009262,KR
vpn925846585,508948,34,77604219,KR
vpn864956957,507784,35,69756704,KR
vpn803702342,502778,36,126089308,KR
vpn406598105,498848,37,145319713,KR
vpn768118737,497783,37,92267360,KR
vpn459470183,488757,43,91171472,KR
vpn0806449,473963,93,30085022,TW
vpn765716959,473183,48,30564262,KR
vpn260073154,469770,53,123586437,KR
vpn656335584,467372,50,86912803,KR
vpn453597216,467153,34,27580425,TW
vpn647694225,462502,57,58615076,KR
vpn680309733,453078,58,71947072,KR
vpn122783185,447124,68,72248233,KR
vpn143295805,443189,76,91273697,KR
vpn709579167,387763,5,13157011,RU
vpn958884217,350871,61,20984894,VN
2016-2,291953,19,62903908,HK
vpn346826522,283395,54,14225984,VN
vpn738352480,277151,25,8984004,MX
vpn288887139,267763,15,4963689,RU
vpn281730602,229981,18,0,ES
hoangtu-vpn,226977,53,9094566,VN
vpn332012578,197544,35,3953862,AU
vpn817414701,195950,45,6492762,TH
vpn632866916,173225,-,12084146,RU
nanamoe-2nd,166736,3,270568036,JP
lolggwp,164294,19,65959853,TW
vpn647348732,154640,8,96370913,JP
